item,date,value,demand
Sakura,2026-02-21,970,
Sakura,2026-02-23,975,
Sakura,2026-03-09,980,
Sakura,2026-03-11,985,
Sakura,2026-03-14,995,
Sakura,2026-03-16,1000,
Sakura,2026-03-17,1000,6
Sakura,2026-03-19,1010,
Sakura,2026-03-21,1020,6
Sakura,2026-03-24,1030,
Sakura,2026-03-25,1030,6
Sakura,2026-03-26,1040,
Sakura,2026-03-30,1050,
Sakura,2026-03-31,1060,
Sakura,2026-04-04,1070,
Sakura,2026-04-07,1080,
Sakura,2026-04-11,1090,
Sakura,2026-04-13,1090,5
Sakura,2026-04-19,1090,5
Sakura,2026-04-20,1090,5
Sakura,2026-04-22,1090,5
Sakura,2026-04-24,1090,5
Sakura,2026-04-27,1090,5
Sakura,2026-04-28,1090,5
Sakura,2026-05-02,1090,5
Sakura,2026-05-03,1090,5
Sakura,2026-05-06,1100,
Sakura,2026-05-08,1110,
Sakura,2026-05-09,1110,5
Sakura,2026-05-11,1120,
Sakura,2026-05-12,1120,5
Sakura,2026-05-14,1130,
Sakura,2026-05-17,1140,
Sakura,2026-05-18,1150,
Sakura,2026-05-19,1150,5
Sakura,2026-05-21,1170,
Sakura,2026-05-23,1170,6
Sakura,2026-05-24,1190,6
Sakura,2026-05-25,1205,
Sakura,2026-05-27,1220,
Sakura,2026-05-30,1235,
Sakura,2026-06-03,1245,
Sakura,2026-06-06,1255,
Sakura,2026-06-21,1255,6
Sakura,2026-06-22,1255,6
Sakura,2026-06-23,1255,6
Sakura,2026-06-24,1255,6
Sakura,2026-06-25,1255,6
Sakura,2026-06-26,1255,6
Sakura,2026-06-27,1255,6
Sakura,2026-06-28,1255,6
Sakura,2026-07-02,1255,6
Sakura,2026-07-03,1255,6
Sakura,2026-07-05,1255,6
Sakura,2026-07-06,1255,6
Sakura,2026-07-12,1260,
Sakura,2026-07-14,1260,6
Sakura,2026-07-16,1265,
Sakura,2026-07-17,1265,6
Sakura,2026-07-18,1270,
Sakura,2026-07-21,1280,
Sakura,2026-07-25,1285,
Sakura,2026-07-26,1290,
Sakura,2026-07-27,1295,
Sakura,2026-07-29,1300,
Sakura,2026-07-31,1310,
Sakura,2026-08-03,1320,
Sakura,2026-08-06,1330,
Sakura,2026-08-10,1340,
Sakura,2026-08-12,1350,
Sakura,2026-08-15,1360,
Sakura,2026-09-07,1360,6
Sakura,2026-09-17,1360,6
Sakura,2026-09-18,1360,6
Sakura,2026-09-19,1360,6
Sakura,2026-09-20,1360,6
Sands,2026-07-24,375,
Sands,2026-07-25,300,
Sands,2026-07-26,250,
Sands,2026-07-27,225,
Sands,2026-07-28,175,
Sands,2026-07-29,160,
Sands,2026-07-30,160,3
Sands,2026-07-31,150,
Sands,2026-08-02,150,3
Sands,2026-08-03,150,3
Sands,2026-08-04,150,3
Sands,2026-08-05,150,3
Sands,2026-08-06,150,3
Sands,2026-08-07,150,3
Sands,2026-08-08,150,3
Sands,2026-08-09,150,3
Sands,2026-08-10,150,3
Sands,2026-08-11,150,3
Sands,2026-08-13,145,
Sands,2026-08-14,145,2
Sands,2026-08-15,135,
Sands,2026-08-16,135,2
Sands,2026-08-17,135,2
Sands,2026-08-18,130,
Sands,2026-08-19,130,2
Sands,2026-08-20,120,
Sands,2026-08-21,120,2
Sands,2026-08-22,120,2
Sands,2026-08-23,110,
Sands,2026-08-24,110,2
Sands,2026-08-26,105,
Sands,2026-08-30,105,
Sands,2026-09-02,105,2
Sands,2026-09-03,105,2
Sands,2026-09-04,105,2
Sands,2026-09-05,105,2
Sands,2026-09-06,105,2
Sands,2026-09-07,105,2
Sands,2026-09-12,105,2
Sands,2026-09-17,105,2
Sands,2026-09-18,105,2
Sands,2026-09-19,105,2
Sands,2026-09-20,105,2
Saw,2020-08-26,35,
Saw,2021-07-18,30,
Saw,2021-08-17,25,
Saw,2021-11-22,22,
Saw,2021-12-13,20,
Saw,2022-07-11,18,
Saw,2022-08-27,15,
Saw,2023-06-01,13,
Saw,2023-06-07,12,
Saw,2023-09-01,10,
Saw,2024-03-29,8,
Saw,2024-09-27,7,
Saw,2025-10-26,7,1
Saw,2025-11-25,7,1
Saw,2025-12-04,7,1
Saw,2025-12-08,7,1
Saw,2025-12-14,7,1
Saw,2025-12-21,7,1
Saw,2025-12-23,7,1
Saw,2025-12-24,7,1
Saw,2025-12-26,7,1
Saw,2025-12-28,7,1
Saw,2025-12-30,7,1
Saw,2026-01-09,7,1
Saw,2026-01-24,7,1
Saw,2026-02-07,7,1
Saw,2026-02-13,7,1
Saw,2026-02-19,7,1
Saw,2026-03-17,7,1
Saw,2026-03-21,7,1
Saw,2026-03-25,7,1
Saw,2026-04-13,7,1
Saw,2026-04-19,7,1
Saw,2026-04-20,7,1
Saw,2026-04-22,7,1
Saw,2026-04-24,7,1
Saw,2026-04-27,7,1
Saw,2026-04-28,7,1
Saw,2026-05-02,7,1
Saw,2026-05-03,7,1
Saw,2026-05-06,7,1
Saw,2026-05-09,7,1
Saw,2026-05-11,7,1
Saw,2026-05-12,7,1
Saw,2026-05-14,7,1
Saw,2026-05-17,7,1
Saw,2026-05-19,7,1
Saw,2026-05-21,7,1
Saw,2026-05-23,7,1
Saw,2026-05-24,7,1
Saw,2026-06-21,7,1
Saw,2026-06-22,7,1
Saw,2026-06-23,7,1
Saw,2026-06-24,7,1
Saw,2026-06-25,7,1
Saw,2026-06-26,7,1
Saw,2026-06-27,7,1
Saw,2026-06-28,7,1
Saw,2026-07-02,7,1
Saw,2026-07-03,7,1
Saw,2026-07-05,7,1
Saw,2026-07-06,7,1
Saw,2026-07-12,7,1
Saw,2026-07-14,7,1
Saw,2026-07-17,7,1
Saw,2026-07-25,7,1
Saw,2026-07-27,7,1
Saw,2026-07-28,7,1
Saw,2026-07-30,7,1
Saw,2026-07-31,7,1
Saw,2026-08-02,7,1
Saw,2026-08-03,7,1
Saw,2026-08-04,7,1
Saw,2026-08-05,7,1
Saw,2026-08-06,7,1
Saw,2026-08-07,7,1
Saw,2026-08-08,7,1
Saw,2026-08-09,7,1
Saw,2026-08-10,7,1
Saw,2026-08-11,7,1
Saw,2026-08-13,7,1
Saw,2026-08-14,7,1
Saw,2026-08-15,7,1
Saw,2026-08-16,7,1
Saw,2026-08-17,7,1
Saw,2026-08-18,7,1
Saw,2026-08-19,7,1
Saw,2026-08-20,7,1
Saw,2026-08-21,7,1
Saw,2026-08-22,7,1
Saw,2026-08-24,7,1
Saw,2026-09-02,7,1
Saw,2026-09-03,7,1
Saw,2026-09-04,7,1
Saw,2026-09-05,7,1
Saw,2026-09-06,7,1
Saw,2026-09-07,7,1
Saw,2026-09-12,7,1
Saw,2026-09-17,7,1
Saw,2026-09-18,7,1
Saw,2026-09-19,7,1
Saw,2026-09-20,7,1
Seer,2020-08-26,3,
Seer,2020-10-31,4,
Seer,2021-05-07,5,
Seer,2021-08-17,6,
Seer,2021-11-22,7,
Seer,2022-10-18,8,
Seer,2022-11-06,10,
Seer,2022-11-29,8,
Seer,2022-12-18,7,
Seer,2023-06-07,6,
Seer,2023-08-01,7,
Seer,2023-10-28,6,
Seer,2024-03-29,5,
Seer,2024-04-24,4,
Seer,2024-09-27,3,
Seer,2025-10-26,3,1
Seer,2025-11-25,3,1
Seer,2025-12-04,3,1
Seer,2025-12-08,3,1
Seer,2025-12-14,3,1
Seer,2025-12-21,3,1
Seer,2025-12-23,3,1
Seer,2025-12-24,3,1
Seer,2025-12-26,3,1
Seer,2025-12-28,3,1
Seer,2025-12-30,3,1
Seer,2026-01-09,3,1
Seer,2026-01-24,3,1
Seer,2026-02-07,3,1
Seer,2026-02-13,3,1
Seer,2026-02-19,3,1
Seer,2026-03-17,3,1
Seer,2026-03-21,3,1
Seer,2026-03-25,3,1
Seer,2026-04-13,3,1
Seer,2026-04-19,3,1
Seer,2026-04-20,3,1
Seer,2026-04-22,3,1
Seer,2026-04-24,3,1
Seer,2026-04-27,3,1
Seer,2026-04-28,3,1
Seer,2026-05-02,3,1
Seer,2026-05-03,3,1
Seer,2026-05-06,3,1
Seer,2026-05-09,3,1
Seer,2026-05-11,3,1
Seer,2026-05-12,3,1
Seer,2026-05-14,3,1
Seer,2026-05-17,3,1
Seer,2026-05-19,3,1
Seer,2026-05-21,3,1
Seer,2026-05-23,3,1
Seer,2026-05-24,3,1
Seer,2026-06-21,3,1
Seer,2026-06-22,3,1
Seer,2026-06-23,3,1
Seer,2026-06-24,3,1
Seer,2026-06-25,3,1
Seer,2026-06-26,3,1
Seer,2026-06-27,3,1
Seer,2026-06-28,3,1
Seer,2026-07-02,3,1
Seer,2026-07-03,3,1
Seer,2026-07-05,3,1
Seer,2026-07-06,3,1
Seer,2026-07-12,3,1
Seer,2026-07-14,3,1
Seer,2026-07-17,3,1
Seer,2026-07-25,3,1
Seer,2026-07-27,3,1
Seer,2026-07-28,3,1
Seer,2026-07-30,3,1
Seer,2026-07-31,3,1
Seer,2026-08-02,3,1
Seer,2026-08-03,3,1
Seer,2026-08-04,3,1
Seer,2026-08-05,3,1
Seer,2026-08-06,3,1
Seer,2026-08-07,3,1
Seer,2026-08-08,3,1
Seer,2026-08-09,3,1
Seer,2026-08-10,3,1
Seer,2026-08-11,3,1
Seer,2026-08-13,3,1
Seer,2026-08-14,3,1
Seer,2026-08-15,3,1
Seer,2026-08-16,3,1
Seer,2026-08-17,3,1
Seer,2026-08-18,3,1
Seer,2026-08-19,3,1
Seer,2026-08-20,3,1
Seer,2026-08-21,3,1
Seer,2026-08-22,3,1
Seer,2026-08-24,3,1
Seer,2026-09-02,3,1
Seer,2026-09-03,3,1
Seer,2026-09-04,3,1
Seer,2026-09-05,3,1
Seer,2026-09-06,3,1
Seer,2026-09-07,3,1
Seer,2026-09-12,3,1
Seer,2026-09-17,3,1
Seer,2026-09-18,3,1
Seer,2026-09-19,3,1
Seer,2026-09-20,3,1
Shark,2020-08-26,40,
Shark,2021-06-28,45,
Shark,2021-08-17,50,
Shark,2021-11-22,55,
Shark,2022-08-04,60,
Shark,2022-08-11,65,
Shark,2022-08-27,70,
Shark,2022-08-30,75,
Shark,2022-10-29,70,
Shark,2022-11-06,65,
Shark,2022-11-21,60,
Shark,2022-12-07,55,
Shark,2022-12-20,50,
Shark,2023-06-01,45,
Shark,2023-07-11,42,
Shark,2023-10-15,40,
Shark,2023-10-26,38,
Shark,2024-01-02,35,
Shark,2024-03-29,30,
Shark,2025-01-15,28,
Shark,2025-04-13,27,
Shark,2025-09-18,25,
Shark,2025-10-02,23,
Shark,2025-10-26,23,2
Shark,2025-11-25,23,2
Shark,2025-12-04,23,2
Shark,2025-12-08,23,2
Shark,2025-12-14,23,2
Shark,2025-12-21,23,2
Shark,2025-12-23,23,2
Shark,2025-12-24,23,2
Shark,2025-12-26,23,2
Shark,2025-12-28,23,2
Shark,2025-12-30,23,2
Shark,2026-01-09,23,2
Shark,2026-01-24,23,2
Shark,2026-02-07,23,2
Shark,2026-02-13,23,2
Shark,2026-02-19,23,2
Shark,2026-03-17,23,2
Shark,2026-03-21,23,2
Shark,2026-03-25,23,2
Shark,2026-04-13,23,2
Shark,2026-04-19,23,2
Shark,2026-04-20,23,2
Shark,2026-04-22,23,2
Shark,2026-04-24,23,2
Shark,2026-04-27,23,2
Shark,2026-04-28,23,2
Shark,2026-05-02,23,2
Shark,2026-05-03,23,2
Shark,2026-05-06,23,2
Shark,2026-05-09,23,2
Shark,2026-05-11,23,2
Shark,2026-05-12,23,2
Shark,2026-05-14,23,2
Shark,2026-05-17,23,2
Shark,2026-05-19,23,2
Shark,2026-05-21,23,2
Shark,2026-05-23,23,2
Shark,2026-05-24,20,1
Shark,2026-06-21,20,1
Shark,2026-06-22,20,1
Shark,2026-06-23,20,1
Shark,2026-06-24,20,1
Shark,2026-06-25,20,1
Shark,2026-06-26,20,1
Shark,2026-06-27,20,1
Shark,2026-06-28,20,1
Shark,2026-07-02,20,1
Shark,2026-07-03,20,1
Shark,2026-07-05,20,1
Shark,2026-07-06,20,1
Shark,2026-07-12,20,1
Shark,2026-07-14,20,1
Shark,2026-07-17,20,1
Shark,2026-07-25,20,1
Shark,2026-07-27,20,1
Shark,2026-07-28,20,1
Shark,2026-07-30,20,1
Shark,2026-07-31,20,1
Shark,2026-08-02,20,1
Shark,2026-08-03,20,1
Shark,2026-08-04,20,1
Shark,2026-08-05,20,1
Shark,2026-08-06,20,1
Shark,2026-08-07,20,1
Shark,2026-08-08,20,1
Shark,2026-08-09,20,1
Shark,2026-08-10,20,1
Shark,2026-08-11,20,1
Shark,2026-08-13,20,1
Shark,2026-08-14,20,1
Shark,2026-08-15,20,1
Shark,2026-08-16,20,1
Shark,2026-08-17,20,1
Shark,2026-08-18,20,1
Shark,2026-08-19,20,1
Shark,2026-08-20,20,1
Shark,2026-08-21,20,1
Shark,2026-08-22,20,1
Shark,2026-08-24,20,1
Shark,2026-09-02,20,1
Shark,2026-09-03,20,1
Shark,2026-09-04,20,1
Shark,2026-09-05,20,1
Shark,2026-09-06,20,1
Shark,2026-09-07,20,1
Shark,2026-09-12,20,1
Shark,2026-09-17,20,1
Shark,2026-09-18,20,1
Shark,2026-09-19,20,1
Shark,2026-09-20,20,1
Slasher,2020-08-26,45,
Slasher,2021-01-26,50,
Slasher,2021-03-20,48,
Slasher,2021-04-26,45,
Slasher,2021-07-18,40,
Slasher,2021-07-27,43,
Slasher,2021-10-02,45,
Slasher,2021-11-22,50,
Slasher,2022-08-27,55,
Slasher,2022-08-30,60,
Slasher,2022-09-11,65,
Slasher,2022-10-18,70,
Slasher,2022-11-21,65,
Slasher,2022-12-04,60,
Slasher,2022-12-07,55,
Slasher,2022-12-17,50,
Slasher,2023-01-08,45,
Slasher,2023-06-01,40,
Slasher,2023-06-07,38,
Slasher,2023-06-30,35,
Slasher,2023-10-26,32,
Slasher,2024-01-02,30,
Slasher,2024-03-29,28,
Slasher,2024-04-24,25,
Slasher,2024-09-23,23,
Slasher,2025-05-04,22,
Slasher,2025-09-17,20,
Slasher,2025-10-26,20,2
Slasher,2025-11-25,20,2
Slasher,2025-12-04,20,2
Slasher,2025-12-08,20,2
Slasher,2025-12-14,20,2
Slasher,2025-12-21,20,2
Slasher,2025-12-23,20,2
Slasher,2025-12-24,20,2
Slasher,2025-12-26,20,2
Slasher,2025-12-28,20,2
Slasher,2025-12-30,20,2
Slasher,2026-01-09,20,2
Slasher,2026-01-24,20,2
Slasher,2026-02-07,20,2
Slasher,2026-02-13,20,2
Slasher,2026-02-19,20,2
Slasher,2026-03-14,18,
Slasher,2026-03-17,18,2
Slasher,2026-03-21,18,2
Slasher,2026-03-25,18,2
Slasher,2026-04-13,18,2
Slasher,2026-04-19,18,2
Slasher,2026-04-20,18,2
Slasher,2026-04-22,18,2
Slasher,2026-04-24,18,2
Slasher,2026-04-27,18,2
Slasher,2026-04-28,18,2
Slasher,2026-05-02,18,2
Slasher,2026-05-03,18,2
Slasher,2026-05-06,18,2
Slasher,2026-05-09,18,2
Slasher,2026-05-11,18,2
Slasher,2026-05-12,18,2
Slasher,2026-05-14,18,2
Slasher,2026-05-17,18,2
Slasher,2026-05-19,18,2
Slasher,2026-05-21,18,2
Slasher,2026-05-23,18,2
Slasher,2026-05-24,17,1
Slasher,2026-06-21,17,1
Slasher,2026-06-22,17,1
Slasher,2026-06-23,17,1
Slasher,2026-06-24,17,1
Slasher,2026-06-25,17,1
Slasher,2026-06-26,17,1
Slasher,2026-06-27,17,1
Slasher,2026-06-28,17,1
Slasher,2026-07-02,17,1
Slasher,2026-07-03,17,1
Slasher,2026-07-05,17,1
Slasher,2026-07-06,17,1
Slasher,2026-07-12,15,
Slasher,2026-07-14,15,1
Slasher,2026-07-17,15,1
Slasher,2026-07-25,15,1
Slasher,2026-07-27,15,1
Slasher,2026-07-28,15,1
Slasher,2026-07-30,15,1
Slasher,2026-07-31,15,1
Slasher,2026-08-02,15,1
Slasher,2026-08-03,15,1
Slasher,2026-08-04,15,1
Slasher,2026-08-05,15,1
Slasher,2026-08-06,15,1
Slasher,2026-08-07,15,1
Slasher,2026-08-08,15,1
Slasher,2026-08-09,15,1
Slasher,2026-08-10,15,1
Slasher,2026-08-11,15,1
Slasher,2026-08-13,15,1
Slasher,2026-08-14,15,1
Slasher,2026-08-15,15,1
Slasher,2026-08-16,15,1
Slasher,2026-08-17,15,1
Slasher,2026-08-18,15,1
Slasher,2026-08-19,15,1
Slasher,2026-08-20,15,1
Slasher,2026-08-21,15,1
Slasher,2026-08-22,15,1
Slasher,2026-08-24,15,1
Slasher,2026-09-02,15,1
Slasher,2026-09-03,15,1
Slasher,2026-09-04,15,1
Slasher,2026-09-05,15,1
Slasher,2026-09-06,15,1
Slasher,2026-09-07,15,1
Slasher,2026-09-12,15,1
Slasher,2026-09-17,15,1
Slasher,2026-09-18,15,1
Slasher,2026-09-19,15,1
Slasher,2026-09-20,15,1
Snow Dagger,2025-12-15,800,
Snow Dagger,2025-12-17,600,
Snow Dagger,2025-12-18,450,
Snow Dagger,2025-12-19,350,
Snow Dagger,2025-12-21,275,
Snow Dagger,2025-12-23,275,3
Snow Dagger,2025-12-24,240,
Snow Dagger,2025-12-26,240,3
Snow Dagger,2025-12-27,215,
Snow Dagger,2025-12-28,200,
Snow Dagger,2025-12-29,185,
Snow Dagger,2025-12-30,185,3
Snow Dagger,2026-01-01,180,
Snow Dagger,2026-01-04,170,
Snow Dagger,2026-01-06,160,
Snow Dagger,2026-01-09,160,3
Snow Dagger,2026-01-11,200,
Snow Dagger,2026-01-14,260,
Snow Dagger,2026-01-16,300,
Snow Dagger,2026-01-18,325,
Snow Dagger,2026-01-20,300,
Snow Dagger,2026-01-22,275,
Snow Dagger,2026-01-24,250,
Snow Dagger,2026-01-27,240,
Snow Dagger,2026-01-31,250,
Snow Dagger,2026-02-01,240,
Snow Dagger,2026-02-04,235,
Snow Dagger,2026-02-06,225,
Snow Dagger,2026-02-07,225,4
Snow Dagger,2026-02-08,220,
Snow Dagger,2026-02-13,220,4
Snow Dagger,2026-02-19,220,4
Snow Dagger,2026-03-01,215,
Snow Dagger,2026-03-14,210,
Snow Dagger,2026-03-16,205,
Snow Dagger,2026-03-17,205,3
Snow Dagger,2026-03-19,200,
Snow Dagger,2026-03-21,195,3
Snow Dagger,2026-03-24,190,
Snow Dagger,2026-03-25,190,3
Snow Dagger,2026-03-26,185,
Snow Dagger,2026-04-13,185,3
Snow Dagger,2026-04-19,185,3
Snow Dagger,2026-04-20,185,3
Snow Dagger,2026-04-22,185,3
Snow Dagger,2026-04-24,185,3
Snow Dagger,2026-04-26,195,
Snow Dagger,2026-04-27,195,4
Snow Dagger,2026-04-28,210,
Snow Dagger,2026-05-01,225,
Snow Dagger,2026-05-02,225,4
Snow Dagger,2026-05-03,250,
Snow Dagger,2026-05-06,260,
Snow Dagger,2026-05-09,260,4
Snow Dagger,2026-05-11,260,4
Snow Dagger,2026-05-12,260,4
Snow Dagger,2026-05-14,260,4
Snow Dagger,2026-05-17,260,4
Snow Dagger,2026-05-19,260,4
Snow Dagger,2026-05-21,260,4
Snow Dagger,2026-05-23,260,4
Snow Dagger,2026-05-24,260,4
Snow Dagger,2026-06-12,250,
Snow Dagger,2026-06-14,240,
Snow Dagger,2026-06-17,230,
Snow Dagger,2026-06-21,230,3
Snow Dagger,2026-06-22,230,3
Snow Dagger,2026-06-23,230,3
Snow Dagger,2026-06-24,230,3
Snow Dagger,2026-06-25,230,3
Snow Dagger,2026-06-26,230,3
Snow Dagger,2026-06-27,240,
Snow Dagger,2026-06-28,240,3
Snow Dagger,2026-06-29,250,
Snow Dagger,2026-07-02,250,3
Snow Dagger,2026-07-03,255,
Snow Dagger,2026-07-05,260,
Snow Dagger,2026-07-06,260,4
Snow Dagger,2026-07-12,260,4
Snow Dagger,2026-07-14,260,4
Snow Dagger,2026-07-17,260,4
Snow Dagger,2026-07-21,255,
Snow Dagger,2026-07-25,255,4
Snow Dagger,2026-07-27,255,4
Snow Dagger,2026-07-28,255,4
Snow Dagger,2026-07-30,255,4
Snow Dagger,2026-07-31,250,
Snow Dagger,2026-08-02,250,4
Snow Dagger,2026-08-03,250,3
Snow Dagger,2026-08-04,250,3
Snow Dagger,2026-08-05,250,3
Snow Dagger,2026-08-06,250,3
Snow Dagger,2026-08-07,250,3
Snow Dagger,2026-08-08,250,3
Snow Dagger,2026-08-09,250,3
Snow Dagger,2026-08-10,250,3
Snow Dagger,2026-08-11,250,3
Snow Dagger,2026-08-13,250,3
Snow Dagger,2026-08-14,250,3
Snow Dagger,2026-08-15,250,3
Snow Dagger,2026-08-16,250,3
Snow Dagger,2026-08-17,250,3
Snow Dagger,2026-08-18,250,3
Snow Dagger,2026-08-19,250,3
Snow Dagger,2026-08-20,245,
Snow Dagger,2026-08-21,245,3
Snow Dagger,2026-08-22,245,3
Snow Dagger,2026-08-23,240,
Snow Dagger,2026-08-24,240,3
Snow Dagger,2026-08-26,230,
Snow Dagger,2026-08-28,220,
Snow Dagger,2026-08-30,210,
Snow Dagger,2026-09-01,200,
Snow Dagger,2026-09-02,195,
Snow Dagger,2026-09-03,195,3
Snow Dagger,2026-09-04,185,
Snow Dagger,2026-09-05,185,3
Snow Dagger,2026-09-06,185,3
Snow Dagger,2026-09-07,185,3
Snow Dagger,2026-09-12,175,3
Snow Dagger,2026-09-17,175,3
Snow Dagger,2026-09-18,175,3
Snow Dagger,2026-09-19,175,3
Snow Dagger,2026-09-20,175,3
Snowcannon,2025-12-15,1800,
Snowcannon,2025-12-19,1900,
Snowcannon,2025-12-21,1900,7
Snowcannon,2025-12-23,1900,7
Snowcannon,2025-12-24,1750,
Snowcannon,2025-12-26,1000,
Snowcannon,2025-12-27,700,
Snowcannon,2025-12-28,500,
Snowcannon,2025-12-29,425,
Snowcannon,2025-12-30,425,4
Snowcannon,2026-01-01,350,
Snowcannon,2026-01-04,300,
Snowcannon,2026-01-06,275,
Snowcannon,2026-01-08,250,
Snowcannon,2026-01-09,250,4
Snowcannon,2026-01-11,245,
Snowcannon,2026-01-14,260,
Snowcannon,2026-01-16,280,
Snowcannon,2026-01-24,280,4
Snowcannon,2026-02-07,280,4
Snowcannon,2026-02-08,270,
Snowcannon,2026-02-13,270,4
Snowcannon,2026-02-15,275,
Snowcannon,2026-02-16,280,
Snowcannon,2026-02-17,300,
Snowcannon,2026-02-19,325,
Snowcannon,2026-02-21,350,
Snowcannon,2026-02-25,325,
Snowcannon,2026-03-17,325,4
Snowcannon,2026-03-19,350,
Snowcannon,2026-03-21,375,5
Snowcannon,2026-03-24,400,
Snowcannon,2026-03-25,400,5
Snowcannon,2026-03-26,450,
Snowcannon,2026-03-30,500,
Snowcannon,2026-03-31,550,
Snowcannon,2026-04-11,575,
Snowcannon,2026-04-13,600,
Snowcannon,2026-04-16,625,
Snowcannon,2026-04-19,625,5
Snowcannon,2026-04-20,625,5
Snowcannon,2026-04-21,650,
Snowcannon,2026-04-22,650,5
Snowcannon,2026-04-23,675,
Snowcannon,2026-04-24,675,5
Snowcannon,2026-04-26,750,
Snowcannon,2026-04-27,750,6
Snowcannon,2026-04-28,800,
Snowcannon,2026-05-01,825,
Snowcannon,2026-05-02,825,6
Snowcannon,2026-05-03,850,
Snowcannon,2026-05-06,875,
Snowcannon,2026-05-08,900,
Snowcannon,2026-05-09,900,6
Snowcannon,2026-05-11,925,
Snowcannon,2026-05-12,925,6
Snowcannon,2026-05-14,925,5
Snowcannon,2026-05-17,925,5
Snowcannon,2026-05-19,925,5
Snowcannon,2026-05-21,925,5
Snowcannon,2026-05-23,925,5
Snowcannon,2026-05-24,925,5
Snowcannon,2026-05-25,950,
Snowcannon,2026-05-30,925,
Snowcannon,2026-06-03,900,
Snowcannon,2026-06-06,875,
Snowcannon,2026-06-07,850,
Snowcannon,2026-06-10,800,
Snowcannon,2026-06-12,750,
Snowcannon,2026-06-14,725,
Snowcannon,2026-06-17,700,
Snowcannon,2026-06-19,725,
Snowcannon,2026-06-21,725,5
Snowcannon,2026-06-22,750,
Snowcannon,2026-06-23,750,5
Snowcannon,2026-06-24,800,
Snowcannon,2026-06-25,800,5
Snowcannon,2026-06-26,800,5
Snowcannon,2026-06-27,825,
Snowcannon,2026-06-28,825,5
Snowcannon,2026-07-02,825,5
Snowcannon,2026-07-03,825,5
Snowcannon,2026-07-05,825,5
Snowcannon,2026-07-06,825,5
Snowcannon,2026-07-12,825,5
Snowcannon,2026-07-13,850,
Snowcannon,2026-07-14,850,5
Snowcannon,2026-07-17,850,5
Snowcannon,2026-08-28,825,
Snowcannon,2026-08-30,775,
Snowcannon,2026-09-01,750,
Snowcannon,2026-09-02,725,
Snowcannon,2026-09-04,700,
Snowcannon,2026-09-07,700,5
Snowcannon,2026-09-17,675,5
Snowcannon,2026-09-18,675,5
Snowcannon,2026-09-19,675,5
Snowcannon,2026-09-20,675,5
Snowflake,2020-08-26,15,
Snowflake,2020-10-31,18,
Snowflake,2021-11-22,15,
Snowflake,2023-09-16,13,
Snowflake,2023-11-01,12,
Snowflake,2024-01-26,10,
Snowflake,2024-03-29,8,
Snowflake,2025-01-18,7,
Snowflake,2025-09-17,5,
Snowflake,2025-10-26,5,1
Snowflake,2025-11-25,5,1
Snowflake,2025-12-04,5,1
Snowflake,2025-12-08,5,1
Snowflake,2025-12-14,5,1
Snowflake,2025-12-21,5,1
Snowflake,2025-12-23,5,1
Snowflake,2025-12-24,5,1
Snowflake,2025-12-26,5,1
Snowflake,2025-12-28,5,1
Snowflake,2025-12-30,5,1
Snowflake,2026-01-09,5,1
Snowflake,2026-01-24,5,1
Snowflake,2026-02-07,5,1
Snowflake,2026-02-13,5,1
Snowflake,2026-02-19,5,1
Snowflake,2026-03-17,5,1
Snowflake,2026-03-21,5,1
Snowflake,2026-03-25,5,1
Snowflake,2026-04-13,5,1
Snowflake,2026-04-19,5,1
Snowflake,2026-04-20,5,1
Snowflake,2026-04-22,5,1
Snowflake,2026-04-24,5,1
Snowflake,2026-04-27,5,1
Snowflake,2026-04-28,5,1
Snowflake,2026-05-02,5,1
Snowflake,2026-05-03,5,1
Snowflake,2026-05-06,5,1
Snowflake,2026-05-09,5,1
Snowflake,2026-05-11,5,1
Snowflake,2026-05-12,5,1
Snowflake,2026-05-14,5,1
Snowflake,2026-05-17,5,1
Snowflake,2026-05-19,5,1
Snowflake,2026-05-21,5,1
Snowflake,2026-05-23,5,1
Snowflake,2026-05-24,5,1
Snowflake,2026-06-21,5,1
Snowflake,2026-06-22,5,1
Snowflake,2026-06-23,5,1
Snowflake,2026-06-24,5,1
Snowflake,2026-06-25,5,1
Snowflake,2026-06-26,5,1
Snowflake,2026-06-27,5,1
Snowflake,2026-06-28,5,1
Snowflake,2026-07-02,5,1
Snowflake,2026-07-03,5,1
Snowflake,2026-07-05,5,1
Snowflake,2026-07-06,5,1
Snowflake,2026-07-12,5,1
Snowflake,2026-07-14,5,1
Snowflake,2026-07-17,5,1
Snowflake,2026-07-25,5,1
Snowflake,2026-07-27,5,1
Snowflake,2026-07-28,5,1
Snowflake,2026-07-30,5,1
Snowflake,2026-07-31,5,1
Snowflake,2026-08-02,5,1
Snowflake,2026-08-03,5,1
Snowflake,2026-08-04,5,1
Snowflake,2026-08-05,5,1
Snowflake,2026-08-06,5,1
Snowflake,2026-08-07,5,1
Snowflake,2026-08-08,5,1
Snowflake,2026-08-09,5,1
Snowflake,2026-08-10,5,1
Snowflake,2026-08-11,5,1
Snowflake,2026-08-13,5,1
Snowflake,2026-08-14,5,1
Snowflake,2026-08-15,5,1
Snowflake,2026-08-16,5,1
Snowflake,2026-08-17,5,1
Snowflake,2026-08-18,5,1
Snowflake,2026-08-19,5,1
Snowflake,2026-08-20,5,1
Snowflake,2026-08-21,5,1
Snowflake,2026-08-22,5,1
Snowflake,2026-08-24,5,1
